SGG_nm,SGG_cd,BJD_nm,BJD_eng_nm,BJD_cd,y,avg_apt_age,avg_TF_large,cnt,rate_big_area_m2,pop_50_69,rate_buy,rate_welfare_recipient,avg_D_Sub
강남구,11680,신사동,Sinsa-dong,10700,16.57016912,16.20833333,0,3,0.222222222,5703.25,0.244117647,0.961326778,360.9674209
강남구,11680,논현동,Nonhyeon-dong,10800,16.62235922,20.43560606,0,10,0.161825726,9749,0.125979843,3.391719359,278.3711314
강남구,11680,압구정동,Apgujeong-dong,11000,17.31608297,42.64864865,0.333333333,9,0.331145292,5703.25,0.069992821,0.961326778,436.0876747
강남구,11680,세곡동,Segok-dong,11100,16.71858654,11.08235294,0,7,0.067412806,3762.166667,0.037674038,5.746671632,2246.873054
강남구,11680,자곡동,Jagok-dong,11200,16.73033211,8.819277108,0.714285714,7,0.202718334,3762.166667,0.071472205,5.746671632,1193.213145
강남구,11680,율현동,Yulhyeon-dong,11300,16.75455611,8,0,2,0.100548446,3762.166667,0.062068966,5.746671632,569.1258827
강남구,11680,일원동,Irwon-dong,11400,17.01564533,23.62269939,0.214285714,14,0.173213588,7311.583333,0.047201618,3.898258806,358.0501302
강남구,11680,수서동,Suseo-dong,11500,17.00381623,26.93606138,0.363636364,11,0.078766783,11023.25,0.091262136,13.12411699,307.4870397
강남구,11680,도곡동,Dogok-dong,11800,16.96129398,22.2310705,0.103448276,29,0.297057349,14926.5,0.111385583,0.444701882,392.1183971
송파구,11710,잠실동,Jamsil-dong,10100,17.11712709,21.40217391,0.636363636,11,0.180731047,28568.5,0.056369389,1.065237497,489.8678463
송파구,11710,신천동,Sincheon-dong,10200,16.94278996,21.8830313,0.25,8,0.181218147,10513.5,0.077304262,0.175962461,278.532195
송파구,11710,풍납동,Pungnap-dong,10300,16.5415605,24.64788732,0,12,0.122028791,11345,0.091179386,2.878498081,529.5575567
송파구,11710,송파동,Songpa-dong,10400,16.60760179,23.65486726,0,9,0.339020036,11990.5,0.091314031,2.170220796,613.1266373
송파구,11710,석촌동,Seokchon-dong,10500,16.52759247,13.63095238,0,2,0,8390,0.154891304,3.353378367,276.8278461
송파구,11710,가락동,Garak-dong,10700,16.80456888,15.35277778,0.105263158,19,0.166372049,24952.5,0.086299892,1.584285029,364.3461558
송파구,11710,문정동,Munjeong-dong,10800,16.62770358,27.8285124,0.272727273,11,0.214457599,13895.75,0.09039548,2.763793175,551.2920741
송파구,11710,장지동,Jangji-dong,10900,16.68925316,11.07606264,0.136363636,22,0.188200371,7681.25,0.045190713,3.208081932,630.1841688
송파구,11710,방이동,Bangi-dong,11100,16.69152525,28.78964401,0.25,4,0.438406828,16883,0.079657388,2.107940815,322.3653318
송파구,11710,오금동,Ogeum-dong,11200,16.4953317,23.59803922,0.071428571,14,0.272296764,12486.5,0.10292581,4.511139023,297.7111236
송파구,11710,거여동,Geoyeo-dong,11300,16.55048303,19.58688525,0.210526316,19,0.192926533,10829.5,0.055145975,4.458531749,580.605895
송파구,11710,마천동,Macheon-dong,11400,16.2836341,17.04132231,0,6,0.142800789,13613.5,0.082334133,8.500510031,398.5453444
강동구,11740,명일동,Myeongil-dong,10100,16.55439568,26.33763441,0.25,12,0.212736318,12764.5,0.077442159,1.365323591,414.8695647
강동구,11740,고덕동,Godeok-dong,10200,16.71946429,7.965417867,0.428571429,7,0.101827256,12202,0.078180332,2.043406111,455.3899079
강동구,11740,상일동,Sangil-dong,10300,16.64400639,5.23992674,0.416666667,12,0.047840079,17785.25,0.048010974,3.798531114,587.419276
강동구,11740,길동,Gil-dong,10500,16.09011221,16.50255537,0.1,10,0.217751719,14351,0.168706963,3.7422685,555.7227956
강동구,11740,둔촌동,Dunchon-dong,10600,16.45910418,21.05208333,0,12,0.143315508,7775.5,0.148648649,2.265425488,664.4104895
강동구,11740,암사동,Amsa-dong,10700,16.50835147,18.3019802,0.375,8,0.226420798,20137,0.100518135,3.470513428,449.4149438
강동구,11740,성내동,Seongnae-dong,10800,16.33501045,14.51272727,0.111111111,9,0.127366609,20075,0.18728223,3.170627405,319.3770258
강동구,11740,천호동,Cheonho-dong,10900,16.3204631,16.67356688,0,25,0.132212968,26861,0.159697188,6.086727065,352.4596583
강동구,11740,강일동,Gangil-dong,11000,16.3071022,11.70658683,0.157894737,19,0.065316307,4704.75,0.017268803,7.254836048,1265.658975
