"year","team","name","ERA","G","W","L","SV","HLD","WPCT","IP","H","HR","BB","HBP","SO","R","ER","WHIP","CG","SHO","QS","BSV","TBF","NP","AVG","2B","3B","SAC","SF","IBB","WP","BK","GS","Wgs","Wgr","GF","SVO","TS","GDP","GO","AO","GO_AO","BABIP","P_G","P_IP","K_9","BB_9","K_BB","OBP","SLG","OPS","rank_sv","closer","is_fa","log_salary"
2022,"두산","윤명준","8.46",20,1,1,0,0,"0.500",22.3333333333333,33,8,8,1,15,24,21,"1.84",0,0,0,0,109,399,"0.347",6,2,3,2,1,2,0,0,0,1,5,0,0,0,24,25,"0.96",0.338,20,"17.9","6.04","3.22","1.88",0.396,"0.705",1.101,5,"0",0,8.69951474821019
2022,"한화","윤산흠","2.67",37,1,1,0,3,"0.500",33.6666666666667,23,1,30,2,46,12,10,"1.57",0,0,0,2,155,683,"0.189",7,0,1,0,4,6,0,0,0,1,7,3,0,3,31,22,"1.41",0.293,18.5,"20.3","12.30","8.02","1.53",0.357,"0.270",0.627,4,"0",0,8.47637119689598
2022,"한화","신정락","4.02",44,2,1,1,4,"0.667",47,52,4,16,7,23,25,21,"1.45",0,0,0,0,215,750,"0.278",10,1,1,4,2,2,0,0,0,2,14,2,0,6,61,55,"1.11",0.293,17,"16.0","4.40","3.06","1.44",0.35,"0.406",0.756,3,"0",0,8.85366542803745
2022,"한화","윤호솔","4.04",52,3,5,0,7,"0.375",42.3333333333333,43,2,28,0,33,26,19,"1.68",0,0,0,2,199,801,"0.256",6,1,2,1,2,3,0,0,0,3,7,9,0,3,39,54,"0.72",0.306,15.4,"18.9","7.02","5.95","1.18",0.36,"0.339",0.699,4,"0",0,9.07107830464268
2022,"한화","강재민","4.21",56,4,8,7,7,"0.333",51.3333333333333,44,7,29,4,39,26,24,"1.42",0,0,0,5,232,911,"0.228",5,1,5,1,8,1,0,0,0,4,24,18,0,1,57,54,"1.06",0.25,16.3,"17.7","6.84","5.08","1.34",0.339,"0.373",0.712,2,"1",0,9.61580548008435
2022,"한화","김범수","4.36",78,3,7,0,27,"0.300",66,64,5,35,3,58,36,32,"1.50",0,0,0,5,289,1137,"0.261",13,0,5,1,5,2,0,0,0,3,5,29,0,4,70,54,"1.30",0.322,14.6,"17.2","7.91","4.77","1.66",0.359,"0.376",0.735,4,"0",0,9.55393007636626
2022,"한화","김종수","4.40",52,3,4,1,6,"0.429",45,39,5,21,2,45,30,22,"1.33",0,0,0,3,197,823,"0.236",15,1,4,5,1,1,1,0,0,3,9,8,0,1,35,51,"0.69",0.283,15.8,"18.3","9.00","4.20","2.14",0.321,"0.430",0.751,3,"0",0,9.09380655572023
2022,"한화","김재영","5.40",30,0,2,0,1,"0.000",30,33,1,12,7,16,25,18,"1.50",0,0,0,0,137,533,"0.292",13,0,1,4,2,2,0,1,0,0,6,1,0,3,38,30,"1.27",0.32,17.8,"17.8","4.80","3.60","1.33",0.382,"0.434",0.816,4,"0",0,8.57546209954021
2022,"한화","문동주","5.65",13,1,3,0,2,"0.250",28.6666666666667,28,5,14,1,36,19,18,"1.47",0,0,0,0,127,482,"0.255",5,1,1,1,0,2,1,4,1,0,1,3,0,5,33,14,"2.36",0.329,37.1,"16.8","11.30","4.40","2.57",0.341,"0.455",0.796,4,"0",0,8.10167774745457
2022,"한화","이민우","6.25",25,1,1,0,0,"0.500",44.6666666666667,60,3,17,3,23,33,31,"1.72",0,0,0,0,206,807,"0.324",9,2,0,1,0,1,0,5,1,0,1,0,0,4,49,54,"0.91",0.356,32.3,"18.1","4.63","3.43","1.35",0.388,"0.443",0.831,4,"0",0,8.53699581871242
2022,"한화","주현상","6.83",49,0,1,1,3,"0.000",55.3333333333333,69,5,14,5,33,43,42,"1.50",0,0,0,1,247,916,"0.311",18,3,3,3,1,1,0,0,0,0,9,6,0,4,45,78,"0.58",0.342,18.7,"16.6","5.37","2.28","2.36",0.361,"0.486",0.847,3,"0",0,8.66561319653451
2022,"KIA","고영창","1.88",27,0,1,0,0,"0.000",24,24,2,10,3,9,5,5,"1.42",0,0,0,0,104,373,"0.276",3,0,2,2,0,0,0,0,0,0,10,0,0,1,34,22,"1.55",0.282,13.8,"15.5","3.38","3.75","0.90",0.363,"0.379",0.742,4,"0",0,8.51719319141624
2022,"KIA","이준영","2.91",75,1,1,1,17,"0.500",46.3333333333333,41,3,26,0,42,17,15,"1.45",0,0,0,1,202,797,"0.238",8,0,4,0,3,0,0,0,0,1,8,14,0,3,51,38,"1.34",0.299,10.6,"17.2","8.16","5.05","1.62",0.338,"0.337",0.675,3,"0",0,9.5468126085974
2022,"KIA","장현식","3.12",54,2,3,1,19,"0.400",52,54,4,26,1,40,20,18,"1.54",0,0,0,5,233,909,"0.266",11,2,1,2,3,4,0,0,0,2,5,29,1,5,53,58,"0.91",0.311,16.8,"17.5","6.92","4.50","1.54",0.349,"0.399",0.748,3,"0",0,9.85219425814858
2022,"KIA","전상현","3.30",50,5,5,2,16,"0.500",46.3333333333333,42,2,16,0,53,20,17,"1.25",0,0,0,3,195,712,"0.244",10,0,5,2,2,2,0,0,0,5,6,26,1,3,38,41,"0.93",0.336,14.2,"15.4","10.29","3.11","3.31",0.305,"0.337",0.642,2,"1",0,9.51044496442652
2022,"KIA","정해영","3.38",55,3,7,32,0,"0.300",56,54,3,18,0,43,21,21,"1.29",0,0,0,4,238,914,"0.252",12,1,4,2,1,0,0,0,0,3,47,37,3,4,54,65,"0.83",0.3,16.6,"16.3","6.91","2.89","2.39",0.308,"0.360",0.668,1,"1",0,10.0432494949113
2022,"KIA","윤중현","5.03",47,3,1,0,5,"0.750",53.6666666666667,63,4,14,5,27,32,30,"1.43",0,0,0,1,240,878,"0.294",8,0,6,1,0,1,0,0,0,3,4,5,0,3,73,52,"1.40",0.321,18.7,"16.4","4.53","2.35","1.93",0.35,"0.388",0.738,4,"0",0,8.97461803845511
2022,"KIA","박준표","5.40",34,1,0,0,8,"1.000",23.3333333333333,27,4,10,8,11,15,14,"1.59",0,0,0,1,112,375,"0.297",4,0,1,2,3,0,0,0,0,1,6,10,0,2,28,27,"1.04",0.295,11,"16.1","4.24","3.86","1.10",0.405,"0.473",0.878,4,"0",0,9.25913053614561
2022,"KIA","김재열","6.07",47,1,2,1,5,"0.333",43,45,5,22,1,36,33,29,"1.56",0,0,0,1,193,758,"0.269",10,2,1,2,2,3,0,0,0,1,15,7,0,7,37,51,"0.73",0.313,16.1,"17.6","7.53","4.60","1.64",0.354,"0.443",0.797,3,"0",0,8.69951474821019
2022,"KIA","김사윤","7.00",31,3,0,0,2,"1.000",27,23,2,24,4,23,21,21,"1.74",0,0,0,1,128,532,"0.245",5,2,4,2,0,3,0,0,0,3,7,3,0,3,33,17,"1.94",0.296,17.2,"19.7","7.67","8.00","0.96",0.411,"0.404",0.815,4,"0",0,8.1886891244442
2022,"롯데","구승민","2.90",73,2,4,0,26,"0.333",62,46,3,35,1,77,20,20,"1.31",0,0,0,1,263,1069,"0.205",8,1,3,0,4,7,0,0,0,2,9,28,0,3,53,48,"1.10",0.299,14.6,"17.2","11.18","5.08","2.20",0.315,"0.290",0.605,4,"0",0,10.1210153650647
2022,"롯데","김도규","3.71",55,4,4,3,8,"0.500",51,48,2,19,4,45,26,21,"1.31",0,0,0,0,218,875,"0.250",8,1,1,2,2,3,0,0,0,4,11,11,1,7,50,51,"0.98",0.313,15.9,"17.2","7.94","3.35","2.37",0.327,"0.333",0.66,3,"0",0,9.15904707758863
2022,"롯데","김원중","3.98",43,2,3,17,2,"0.400",43,40,4,16,0,60,21,19,"1.30",0,0,0,3,187,747,"0.240",10,1,4,0,3,3,0,0,0,2,27,24,1,3,39,28,"1.39",0.35,17.4,"17.4","12.56","3.35","3.75",0.306,"0.383",0.689,1,"1",0,10.1345992734995
2022,"롯데","나균안","3.98",39,3,8,0,2,"0.273",117.666666666667,125,5,37,3,123,55,52,"1.38",0,0,6,3,506,1961,"0.273",36,3,5,3,1,6,0,13,3,0,1,5,0,8,108,105,"1.03",0.36,50.3,"16.7","9.41","2.83","3.32",0.329,"0.397",0.726,4,"0",0,9.29651806821724
2022,"롯데","최준용","4.06",68,3,4,14,6,"0.429",71,63,10,20,6,80,35,32,"1.17",0,0,0,3,303,1122,"0.237",13,0,7,4,3,4,0,0,0,3,30,25,2,1,51,76,"0.67",0.294,16.5,"15.8","10.14","2.54","4.00",0.301,"0.398",0.699,2,"1",0,9.66776521901506
2022,"롯데","서준원","4.80",33,3,3,0,2,"0.500",60,65,3,23,5,45,32,32,"1.47",0,0,0,0,265,1040,"0.278",10,1,3,0,0,2,0,4,2,1,6,2,0,6,74,50,"1.48",0.333,31.5,"17.3","6.75","3.45","1.96",0.355,"0.368",0.723,4,"0",0,9.15904707758863
2022,"롯데","김유영","5.65",68,6,2,0,13,"0.750",51,73,4,30,3,44,34,32,"2.02",0,0,0,2,254,986,"0.333",15,1,1,1,2,4,0,0,0,6,7,18,0,5,64,39,"1.64",0.401,14.5,"19.3","7.76","5.29","1.47",0.419,"0.466",0.885,4,"0",0,9.15904707758863
2022,"롯데","문경찬","5.80",38,1,2,0,1,"0.333",40.3333333333333,51,7,13,1,31,27,26,"1.59",0,0,0,1,184,646,"0.311",11,0,3,3,1,2,1,0,0,1,18,3,0,2,25,60,"0.42",0.341,17,"16.0","6.92","2.90","2.38",0.359,"0.506",0.865,4,"0",0,8.88183630500415
2022,"롯데","이민석","5.88",27,1,1,0,5,"0.500",33.6666666666667,43,4,19,2,37,27,22,"1.84",0,0,0,0,167,645,"0.305",8,0,4,1,1,3,0,1,0,1,1,7,0,1,35,27,"1.30",0.386,23.9,"19.2","9.89","5.08","1.95",0.393,"0.447",0.84,4,"0",0,8.3187422526924
2022,"KT","김민수","1.90",76,5,4,3,30,"0.556",80.6666666666667,66,3,15,6,91,19,17,"1.00",0,0,0,5,327,1213,"0.221",13,1,4,4,3,6,0,0,0,5,13,34,1,6,77,68,"1.13",0.303,16,"15.0","10.15","1.67","6.07",0.269,"0.302",0.571,2,"1",0,10.1266311038503
2022,"KT","이채호","2.95",38,5,0,0,3,"1.000",36.6666666666667,28,0,13,6,32,13,12,"1.12",0,0,0,0,156,590,"0.211",11,0,3,1,2,2,0,0,0,5,6,6,0,1,41,33,"1.24",0.275,15.5,"16.1","7.85","3.19","2.46",0.307,"0.293",0.6,4,"0",0,8.69951474821019
2022,"KT","김재윤","3.26",61,9,7,33,0,"0.563",66.3333333333333,46,5,21,0,78,26,24,"1.01",0,0,0,6,267,1020,"0.190",6,0,3,1,6,2,1,0,0,9,55,39,6,1,42,77,"0.55",0.256,16.7,"15.4","10.58","2.85","3.71",0.254,"0.277",0.531,1,"1",0,10.4912742174382
2022,"KT","박영현","3.66",52,0,1,0,2,"0.000",51.6666666666667,46,5,20,0,55,23,21,"1.28",0,0,0,1,219,926,"0.235",8,0,1,2,1,3,0,0,0,0,17,3,0,2,30,67,"0.45",0.297,17.8,"17.9","9.58","3.48","2.75",0.303,"0.352",0.655,4,"0",0,8.7160440501614
2022,"KT","심재민","3.74",44,4,1,0,6,"0.800",43.3333333333333,41,4,16,2,21,19,18,"1.32",0,0,0,0,184,696,"0.250",6,2,1,1,3,0,0,1,0,4,7,3,0,4,60,43,"1.40",0.264,15.8,"16.1","4.36","3.32","1.31",0.322,"0.384",0.706,4,"0",0,9.02401079378469
2022,"KT","주권","3.91",58,3,3,1,15,"0.500",50.6666666666667,58,3,8,0,31,22,22,"1.30",0,0,0,1,203,754,"0.304",7,1,3,1,0,0,0,0,0,3,9,17,0,9,54,49,"1.10",0.348,13,"14.9","5.51","1.42","3.88",0.33,"0.398",0.728,3,"0",0,10.2921455423279
2022,"NC","원종현","2.98",68,5,0,1,13,"1.000",63.3333333333333,55,5,17,1,50,22,21,"1.14",0,0,0,3,260,957,"0.233",8,0,2,4,0,2,0,0,0,5,11,20,0,7,77,58,"1.33",0.27,14.1,"15.1","7.11","2.42","2.94",0.283,"0.331",0.614,2,"0",0,10.8197782844103
2022,"NC","김시훈","3.24",59,4,5,0,11,"0.444",83.3333333333333,75,7,43,4,79,35,30,"1.42",0,0,1,2,365,1449,"0.240",10,0,4,2,0,2,1,7,1,3,8,16,0,8,79,81,"0.98",0.298,24.6,"17.4","8.53","4.64","1.84",0.338,"0.340",0.678,3,"0",0,9.10497985631836
2022,"NC","임정호","3.24",33,1,2,0,6,"0.333",25,21,1,7,2,30,11,9,"1.12",0,0,0,0,104,429,"0.221",3,1,0,0,0,0,1,0,0,1,1,9,0,1,27,17,"1.59",0.313,13,"17.2","10.80","2.52","4.29",0.288,"0.305",0.593,3,"0",0,9.10497985631836
2022,"NC","김태경","3.25",16,3,2,0,1,"0.600",44.3333333333333,36,4,21,5,31,16,16,"1.29",0,0,0,0,194,791,"0.217",6,0,1,1,0,2,0,7,3,0,3,0,0,2,42,58,"0.72",0.242,49.4,"17.8","6.29","4.26","1.48",0.321,"0.325",0.646,3,"0",0,8.51719319141624
2022,"NC","김영규","3.41",72,2,7,1,13,"0.222",66,56,5,22,7,46,26,25,"1.18",0,0,0,6,269,985,"0.242",8,2,7,2,4,3,0,0,0,2,11,21,1,8,83,48,"1.73",0.28,13.7,"14.9","6.27","3.00","2.09",0.324,"0.359",0.683,2,"0",0,9.5468126085974
2022,"NC","하준영","4.62",47,3,0,0,4,"1.000",39,28,3,14,3,44,22,20,"1.08",0,0,0,0,164,660,"0.194",5,0,3,0,1,2,0,0,0,3,7,4,0,2,33,39,"0.85",0.258,14,"16.9","10.15","3.23","3.14",0.28,"0.292",0.572,3,"0",0,8.9226582995244
2022,"NC","류진욱","4.86",51,4,2,0,4,"0.667",46.3333333333333,48,2,31,4,37,29,25,"1.71",0,0,0,0,214,897,"0.274",7,1,0,4,0,3,1,0,0,4,16,5,0,4,47,47,"1.00",0.329,17.6,"19.4","7.19","6.02","1.19",0.388,"0.360",0.748,3,"0",0,8.9226582995244
2022,"NC","김진호","6.12",36,4,0,1,0,"1.000",42.6666666666667,53,7,20,1,35,30,29,"1.71",0,0,0,0,196,761,"0.312",6,0,3,2,0,10,0,0,0,4,8,3,0,2,39,45,"0.87",0.354,21.1,"17.8","7.38","4.22","1.75",0.383,"0.471",0.854,2,"0",0,8.69951474821019
2022,"NC","이용준","8.59",10,0,1,0,0,"0.000",22,33,4,13,3,19,23,21,"2.09",0,0,0,0,116,468,"0.337",11,1,0,2,0,3,0,2,0,0,2,0,0,1,25,23,"1.09",0.377,46.8,"21.3","7.77","5.32","1.46",0.422,"0.592",1.014,3,"0",0,8.1605182474775
2022,"키움","김재웅","2.01",65,3,2,13,27,"0.600",62.6666666666667,39,4,29,4,56,14,14,"1.09",0,0,0,2,254,1043,"0.179",8,1,3,0,2,4,0,0,0,3,18,42,0,5,46,77,"0.60",0.222,16,"16.6","8.04","4.16","1.93",0.287,"0.280",0.567,1,"1",0,9.99879773234045
2022,"키움","김태훈","3.14",43,3,2,9,10,"0.600",43,40,3,20,2,34,18,15,"1.40",0,0,0,4,188,694,"0.255",7,0,5,4,2,2,0,0,0,3,12,21,0,4,52,35,"1.49",0.298,16.1,"16.1","7.12","4.19","1.70",0.339,"0.357",0.696,3,"0",0,9.7981270368783
2022,"키움","문성현","3.27",45,0,1,13,9,"0.000",41.3333333333333,34,3,14,1,32,16,15,"1.16",0,0,0,4,168,692,"0.224",5,0,1,0,0,2,0,0,0,0,15,28,0,3,49,37,"1.32",0.265,15.4,"16.7","6.97","3.05","2.29",0.293,"0.316",0.609,1,"1",0,8.85366542803745
2022,"키움","하영민","3.43",41,5,3,0,2,"0.625",39.3333333333333,35,4,21,0,23,27,15,"1.42",0,0,0,0,178,667,"0.235",8,2,4,4,0,2,0,0,0,5,17,1,0,2,56,39,"1.44",0.246,16.3,"17.0","5.26","4.81","1.10",0.322,"0.396",0.718,6,"0",0,8.77955745588373
2022,"키움","이승호","3.58",53,3,2,10,10,"0.600",50.3333333333333,44,7,27,3,44,20,20,"1.41",0,0,0,3,215,820,"0.249",9,0,6,2,1,6,0,0,0,3,15,24,0,8,42,49,"0.86",0.289,15.5,"16.3","7.87","4.83","1.63",0.354,"0.418",0.772,2,"1",0,9.45720044990771
2022,"키움","이영준","4.29",26,2,2,0,4,"0.500",21,27,0,13,2,16,12,10,"1.90",0,0,0,1,102,415,"0.325",2,0,3,1,1,1,0,0,0,2,6,4,0,4,21,20,"1.05",0.397,16,"19.8","6.86","5.57","1.23",0.424,"0.349",0.773,6,"0",0,8.85366542803745
2022,"키움","박승주","4.32",27,1,0,0,0,"1.000",25,20,3,21,3,22,12,12,"1.64",0,0,0,0,116,515,"0.220",4,1,1,0,0,2,0,0,0,1,11,1,0,2,17,32,"0.53",0.258,19.1,"20.6","7.92","7.56","1.05",0.383,"0.385",0.768,6,"0",0,8.41183267575841
2022,"키움","김동혁","4.73",24,2,1,0,3,"0.667",26.6666666666667,28,0,11,1,18,14,14,"1.46",0,0,0,1,115,420,"0.280",12,2,1,2,2,1,0,0,0,2,6,4,0,3,33,23,"1.43",0.333,17.5,"15.8","6.08","3.71","1.64",0.351,"0.440",0.791,6,"0",0,8.77955745588373
2022,"키움","김선기","5.15",26,3,1,1,4,"0.750",36.6666666666667,39,1,19,2,30,24,21,"1.58",0,0,0,1,167,640,"0.277",9,0,0,4,1,1,0,2,0,3,4,7,0,5,46,30,"1.53",0.333,24.6,"17.5","7.36","4.66","1.58",0.361,"0.362",0.723,5,"0",0,8.89562962713648
2022,"키움","양현","5.15",25,3,2,2,5,"0.600",36.6666666666667,39,4,17,1,14,23,21,"1.53",0,0,0,1,167,611,"0.273",5,0,3,3,2,1,0,0,0,3,7,8,0,3,55,38,"1.45",0.273,24.4,"16.7","3.44","4.17","0.82",0.348,"0.392",0.74,4,"0",0,9.04782144247841
2022,"키움","이명종","5.27",27,4,1,0,4,"0.800",27.3333333333333,28,3,16,2,20,17,16,"1.61",0,0,0,0,126,480,"0.277",4,0,5,2,1,1,0,0,0,4,6,3,0,3,35,20,"1.75",0.313,17.8,"17.6","6.59","5.27","1.25",0.38,"0.406",0.786,6,"0",0,8.41183267575841
2022,"키움","윤정현","6.35",17,1,1,0,4,"0.500",22.6666666666667,27,2,12,5,17,17,16,"1.72",0,0,0,0,106,422,"0.303",3,0,0,0,1,0,0,2,0,1,2,3,0,3,31,14,"2.21",0.357,24.8,"18.6","6.75","4.76","1.42",0.415,"0.404",0.819,6,"0",0,8.41183267575841
2022,"키움","김성진","7.89",23,0,2,0,2,"0.000",21.6666666666667,31,3,10,3,16,25,19,"1.89",0,0,0,0,105,378,"0.348",3,0,2,1,0,0,0,0,0,0,8,2,0,3,20,23,"0.87",0.394,16.4,"17.4","6.65","4.15","1.60",0.427,"0.483",0.91,6,"0",0,8.41183267575841
2022,"SSG","서동민","2.57",20,1,1,0,5,"0.500",21,13,3,11,1,19,11,6,"1.14",0,0,0,0,86,366,"0.176",3,0,0,0,0,3,0,0,0,1,2,6,0,1,14,28,"0.50",0.192,18.3,"17.4","8.14","4.71","1.73",0.291,"0.338",0.629,5,"0",0,8.69951474821019
2022,"SSG","노경은","3.05",41,12,5,1,7,"0.706",79.6666666666667,69,5,23,4,55,28,27,"1.15",0,0,2,5,323,1242,"0.238",10,0,3,3,0,5,0,8,5,7,7,16,1,11,91,78,"1.17",0.275,30.3,"15.6","6.21","2.60","2.39",0.3,"0.324",0.624,4,"0",0,9.74096862303835
2022,"SSG","고효준","3.72",45,1,0,0,7,"1.000",38.6666666666667,35,1,20,2,35,18,16,"1.42",0,0,0,1,174,740,"0.235",6,2,2,1,2,7,0,0,0,1,6,11,0,2,43,37,"1.16",0.298,16.4,"19.1","8.15","4.66","1.75",0.331,"0.322",0.653,5,"0",0,9.04782144247841
2022,"SSG","최민준","3.95",51,5,4,0,5,"0.556",68.3333333333333,51,10,34,2,48,37,30,"1.24",0,0,0,2,288,1111,"0.207",8,1,4,2,2,7,0,1,0,5,10,9,0,8,86,63,"1.37",0.216,21.8,"16.3","6.32","4.48","1.41",0.306,"0.370",0.676,5,"0",0,9.47270463644367
2022,"SSG","서진용","4.01",68,7,3,21,12,"0.700",67.3333333333333,64,5,36,3,55,32,30,"1.49",0,0,0,4,297,1148,"0.255",10,1,5,2,3,6,0,0,0,7,40,40,0,6,70,64,"1.09",0.306,16.9,"17.0","7.35","4.81","1.53",0.353,"0.363",0.716,1,"1",0,10.1849000119743
2022,"SSG","박민호","4.09",22,1,1,1,4,"0.500",22,26,3,11,2,12,10,10,"1.68",0,0,0,1,101,414,"0.295",2,0,0,0,1,0,0,0,0,1,11,6,0,3,26,24,"1.08",0.315,18.8,"18.8","4.91","4.50","1.09",0.386,"0.420",0.806,4,"0",0,9.15904707758863
2022,"SSG","장지훈","4.25",40,2,0,0,6,"1.000",55,56,6,11,3,33,26,26,"1.22",0,0,0,2,231,833,"0.269",8,2,5,4,2,4,0,0,0,2,12,7,0,4,69,54,"1.28",0.289,20.8,"15.1","5.40","1.80","3.00",0.31,"0.413",0.723,5,"0",0,9.47270463644367
2022,"SSG","김택형","4.92",64,3,5,17,10,"0.375",60.3333333333333,57,8,22,3,62,33,33,"1.31",0,0,0,5,261,1034,"0.245",9,0,2,1,1,6,0,0,0,3,24,35,1,3,68,47,"1.45",0.299,16.2,"17.1","9.25","3.28","2.82",0.317,"0.386",0.703,2,"1",0,9.9281801651265
2023,"삼성","이승현(우)","3.60",60,4,4,0,14,"0.500",60,68,5,15,0,42,29,24,"1.38",0,0,0,1,264,1077,"0.278",12,1,3,1,1,2,0,0,0,4,8,17,0,2,47,89,"0.53",0.317,18,"18.0","6.30","2.25","2.80",0.318,"0.396",0.714,4,"0",0,9.74096862303835
2023,"삼성","이재익","3.95",51,1,3,0,11,"0.250",41,46,3,17,0,26,19,18,"1.54",0,0,0,1,181,696,"0.288",5,1,3,1,3,3,0,0,0,1,5,10,0,5,60,29,"2.07",0.326,13.6,"17.0","5.71","3.73","1.53",0.354,"0.388",0.742,4,"0",0,9.01188943325234
2023,"삼성","우규민","4.81",56,3,1,0,13,"0.750",43,55,3,5,3,28,25,23,"1.40",0,0,0,2,188,733,"0.316",9,0,2,4,0,0,0,0,0,3,4,17,0,1,32,63,"0.51",0.354,13.1,"17.0","5.86","1.05","5.60",0.339,"0.420",0.759,4,"0",0,9.99879773234045
2023,"삼성","이승현(좌)","4.98",48,1,5,5,7,"0.167",43.3333333333333,41,6,29,2,37,26,24,"1.62",0,0,0,4,199,789,"0.252",6,0,4,1,1,2,0,0,0,1,12,19,1,4,45,41,"1.10",0.289,16.4,"18.2","7.68","6.02","1.28",0.369,"0.399",0.768,2,"1",0,8.85366542803745
2023,"삼성","김태훈","7.11",71,6,7,3,11,"0.462",63.3333333333333,74,8,43,3,40,54,50,"1.85",0,0,0,6,306,1161,"0.296",18,2,8,2,4,1,0,0,0,6,18,22,1,4,66,72,"0.92",0.324,16.4,"18.3","5.68","6.11","0.93",0.403,"0.480",0.883,3,"0",0,9.74096862303835
2023,"삼성","홍정우","7.50",36,2,3,0,3,"0.400",36,36,5,21,3,22,31,30,"1.58",0,0,0,0,166,620,"0.259",3,1,3,0,2,2,0,1,0,2,5,3,0,3,38,43,"0.88",0.277,17.2,"17.2","5.50","5.25","1.05",0.368,"0.403",0.771,4,"0",0,8.69951474821019
2023,"삼성","양창섭","9.10",15,0,3,0,2,"0.000",28.6666666666667,45,7,16,1,12,29,29,"2.13",0,0,0,0,141,549,"0.366",5,1,0,1,1,2,0,4,0,0,1,3,0,5,25,42,"0.60",0.362,36.6,"19.2","3.77","5.02","0.75",0.44,"0.593",1.033,4,"0",0,8.47637119689598
2023,"LG","백승현","1.58",42,2,0,3,11,"1.000",40,28,2,18,0,30,7,7,"1.15",0,0,0,1,162,648,"0.197",4,0,2,0,1,1,0,0,0,2,5,15,2,4,47,37,"1.27",0.236,15.4,"16.2","6.75","4.05","1.67",0.288,"0.268",0.556,4,"0",0,9.12695876303713
2023,"LG","최동환","3.19",45,0,0,1,1,"-",42.3333333333333,42,1,17,3,20,18,15,"1.39",0,0,0,0,189,715,"0.255",11,0,4,0,2,0,0,0,0,0,15,5,1,4,40,63,"0.63",0.285,15.9,"16.9","4.25","3.61","1.18",0.335,"0.339",0.674,5,"0",0,9.47270463644367
2023,"LG","유영찬","3.44",67,6,3,1,12,"0.667",68,55,4,40,7,55,27,26,"1.40",0,0,0,2,305,1134,"0.220",14,1,4,4,2,8,0,0,0,6,10,20,0,4,67,77,"0.87",0.262,16.9,"16.7","7.28","5.29","1.38",0.339,"0.332",0.671,5,"0",0,9.04782144247841
2023,"LG","이우찬","3.52",38,1,3,0,5,"0.250",38.3333333333333,35,1,18,2,30,15,15,"1.38",0,0,0,0,157,608,"0.261",4,0,1,2,0,2,1,0,0,1,6,3,0,9,42,29,"1.45",0.324,16,"15.9","7.04","4.23","1.67",0.353,"0.313",0.666,6,"0",0,9.43348392329039
2023,"LG","정우영","4.70",60,5,6,0,11,"0.455",51.6666666666667,63,1,17,15,41,39,27,"1.55",0,0,0,2,245,936,"0.297",11,0,1,0,1,2,1,0,0,5,3,16,0,9,80,28,"2.86",0.365,15.6,"18.1","7.14","2.96","2.41",0.389,"0.363",0.752,6,"0",0,10.3734911817819
2023,"LG","박명근","5.08",57,4,3,5,9,"0.571",51.3333333333333,49,4,28,6,40,31,29,"1.50",0,0,0,3,236,952,"0.249",9,1,1,4,2,1,0,1,0,4,12,14,0,5,50,62,"0.81",0.287,16.7,"18.5","7.01","4.91","1.43",0.353,"0.365",0.718,2,"1",0,8.77955745588373
2023,"두산","박치국","3.59",62,5,3,2,11,"0.625",52.6666666666667,54,3,21,5,48,22,21,"1.42",0,0,0,2,236,923,"0.258",9,2,1,0,1,2,0,0,0,5,9,16,1,2,42,65,"0.65",0.323,14.9,"17.5","8.20","3.59","2.29",0.34,"0.364",0.704,3,"0",0,9.47270463644367
2023,"두산","김명신","3.65",70,3,3,1,24,"0.500",79,72,3,27,6,65,34,32,"1.25",0,0,0,1,334,1445,"0.245",18,0,4,3,3,3,0,0,0,3,5,21,1,5,76,84,"0.90",0.301,20.6,"18.3","7.41","3.08","2.41",0.318,"0.337",0.655,4,"0",0,10.0212705881925
2023,"두산","정철원","3.96",67,7,6,13,11,"0.538",72.6666666666667,66,8,32,2,55,36,32,"1.35",0,0,0,9,315,1254,"0.242",6,0,5,3,2,6,1,0,0,7,24,34,2,9,76,79,"0.96",0.272,18.7,"17.3","6.81","3.96","1.72",0.323,"0.352",0.675,2,"1",0,9.71111565988867
2023,"두산","박정수","4.17",25,1,0,1,0,"1.000",36.6666666666667,37,1,18,6,28,22,17,"1.50",0,0,0,0,165,596,"0.268",12,0,3,0,1,2,0,0,0,1,11,1,0,3,37,36,"1.03",0.33,23.8,"16.3","6.87","4.42","1.56",0.377,"0.377",0.754,4,"0",0,8.61250337122056
2023,"두산","김강률","4.21",32,1,0,1,7,"1.000",25.6666666666667,23,2,12,2,21,14,12,"1.36",0,0,0,0,115,489,"0.232",3,0,1,1,0,2,0,0,0,1,4,12,0,1,30,26,"1.15",0.273,15.3,"19.1","7.36","4.21","1.75",0.325,"0.323",0.648,4,"0",0,9.61580548008435
2023,"두산","이병헌","4.67",36,0,0,0,5,"-",27,25,2,22,1,28,16,14,"1.74",0,0,0,2,126,516,"0.248",7,0,1,1,0,3,0,0,0,0,4,10,0,2,18,31,"0.58",0.319,14.3,"19.1","9.33","7.33","1.27",0.384,"0.376",0.76,5,"0",0,8.1886891244442
2023,"두산","최지강","5.32",25,2,1,0,2,"0.667",22,16,0,20,1,14,13,13,"1.64",0,0,0,0,102,399,"0.205",4,0,1,2,0,0,0,0,0,2,4,4,0,2,25,25,"1.00",0.242,16,"18.1","5.73","8.18","0.70",0.366,"0.256",0.622,5,"0",0,8.13153071060425
