"year","team","name","ERA","G","W","L","SV","HLD","WPCT","IP","H","HR","BB","HBP","SO","R","ER","WHIP","CG","SHO","QS","BSV","TBF","NP","AVG","2B","3B","SAC","SF","IBB","WP","BK","GS","Wgs","Wgr","GF","SVO","TS","GDP","GO","AO","GO_AO","BABIP","P_G","P_IP","K_9","BB_9","K_BB","OBP","SLG","OPS","rank_sv","closer","is_fa","log_salary"
2020,"KT","김민","6.54",24,3,3,0,1,"0.500",42.6666666666667,46,6,29,5,32,35,31,"1.76",0,0,1,0,207,772,"0.271",4,0,0,3,0,5,0,6,2,1,2,2,0,3,50,45,"1.11",0.296,32.2,"18.1","6.75","6.12","1.10",0.386,"0.400",0.786,5,"0",0,8.61250337122056
2020,"KT","조병욱","7.62",9,0,1,0,0,"0.000",28.3333333333333,39,4,13,1,11,24,24,"1.84",0,0,0,0,131,497,"0.333",4,0,0,0,0,0,0,4,0,0,5,0,0,2,25,42,"0.60",0.343,55.2,"17.5","3.49","4.13","0.85",0.405,"0.470",0.875,5,"0",0,8.29404964010203
2020,"NC","홍성민","1.04",30,1,0,0,8,"1.000",26,20,2,6,2,14,4,3,"1.00",0,0,0,0,104,401,"0.211",4,0,1,0,1,2,0,0,0,1,4,10,0,4,38,23,"1.65",0.228,13.4,"15.4","4.85","2.08","2.33",0.272,"0.316",0.588,3,"0",0,9.30565055178051
2020,"NC","김진성","2.66",48,3,0,0,6,"1.000",47.3333333333333,41,4,10,0,56,16,14,"1.08",0,0,0,1,190,727,"0.232",8,2,1,2,1,2,0,0,0,3,10,6,0,3,22,60,"0.37",0.311,15.1,"15.4","10.65","1.90","5.60",0.27,"0.367",0.637,3,"0",0,9.90348755253613
2020,"NC","송명기","3.70",36,9,3,0,0,"0.750",87.6666666666667,78,12,39,2,72,37,36,"1.33",0,0,2,2,372,1514,"0.242",13,0,7,2,1,7,0,12,8,1,5,3,0,6,66,108,"0.61",0.275,42.1,"17.3","7.39","4.00","1.85",0.326,"0.394",0.72,3,"0",0,9.30565055178051
2020,"NC","배재환","3.98",53,1,3,0,12,"0.250",43,38,4,35,9,33,22,19,"1.70",0,0,0,5,209,817,"0.236",7,2,3,1,3,5,2,0,0,1,7,16,0,3,40,51,"0.78",0.272,15.4,"19.0","6.91","7.33","0.94",0.398,"0.379",0.777,3,"0",0,9.10497985631836
2020,"NC","원종현","4.26",58,3,5,30,0,"0.375",57,56,4,20,2,41,30,27,"1.33",0,0,0,6,245,867,"0.259",5,1,5,2,1,4,0,0,0,3,45,37,5,6,77,44,"1.75",0.301,14.9,"15.2","6.47","3.16","2.05",0.325,"0.347",0.672,1,"1",0,10.3089526606443
2020,"NC","임정호","4.61",69,2,2,0,22,"0.500",41,32,3,20,7,38,23,21,"1.27",0,0,0,0,175,732,"0.221",3,0,2,1,0,0,0,0,0,2,1,28,0,6,42,34,"1.24",0.276,10.6,"17.9","8.34","4.39","1.90",0.341,"0.303",0.644,3,"0",0,9.47270463644367
2020,"NC","박정수","4.64",22,1,1,0,2,"0.500",33,25,4,24,6,29,17,17,"1.48",0,0,0,0,144,593,"0.223",5,1,1,1,0,1,0,3,1,0,4,1,0,4,33,26,"1.27",0.263,27,"18.0","7.91","6.55","1.21",0.385,"0.393",0.778,3,"0",0,8.41183267575841
2020,"NC","김건태","4.89",33,1,1,0,4,"0.500",35,29,4,25,2,37,19,19,"1.54",0,0,0,1,155,674,"0.232",6,0,2,1,0,3,0,0,0,1,9,5,0,4,15,45,"0.33",0.294,20.4,"19.3","9.51","6.43","1.48",0.366,"0.376",0.742,3,"0",0,8.98719682066197
2020,"NC","문경찬","5.02",56,0,5,10,11,"0.000",52,51,11,15,2,44,35,29,"1.27",0,0,0,3,225,875,"0.248",10,1,0,2,0,0,0,0,0,0,23,30,0,2,32,81,"0.40",0.261,15.6,"16.8","7.62","2.60","2.93",0.302,"0.466",0.768,2,"1",0,9.35010231435134
2020,"NC","박진우","5.23",43,2,2,0,7,"0.500",43,47,2,13,6,22,29,25,"1.40",0,0,0,1,194,741,"0.281",7,0,4,4,1,0,0,1,0,2,8,12,0,4,50,52,"0.96",0.306,17.2,"17.2","4.60","2.72","1.69",0.347,"0.359",0.706,3,"0",0,9.35010231435134
2020,"NC","임창민","5.26",44,7,2,0,11,"0.778",37.6666666666667,39,4,23,2,44,26,22,"1.65",0,0,0,1,179,692,"0.262",10,1,3,2,1,3,0,0,0,7,4,10,0,1,25,43,"0.58",0.34,15.7,"18.4","10.51","5.50","1.91",0.364,"0.423",0.787,3,"0",0,9.5468126085974
2020,"NC","신민혁","5.79",17,2,3,0,0,"0.400",42,57,10,13,3,26,27,27,"1.67",0,0,1,0,196,715,"0.317",7,0,0,0,0,0,0,7,2,0,3,0,0,3,39,58,"0.67",0.326,42.1,"17.0","5.57","2.79","2.00",0.372,"0.522",0.894,3,"0",0,8.29404964010203
2020,"NC","강동연","6.00",22,1,2,0,1,"0.333",24,27,3,11,1,17,17,16,"1.58",0,0,0,1,106,410,"0.293",6,0,1,1,1,0,0,0,0,1,8,2,0,1,16,33,"0.48",0.329,18.6,"17.1","6.38","4.13","1.55",0.371,"0.457",0.828,3,"0",0,8.38935981990635
2020,"NC","강윤구","6.86",30,1,1,0,3,"0.500",21,31,3,11,0,15,16,16,"2.00",0,0,0,0,103,379,"0.337",7,0,0,0,0,2,0,0,0,1,3,4,0,0,25,21,"1.19",0.378,12.6,"18.0","6.43","4.71","1.36",0.408,"0.511",0.919,3,"0",0,9.21034037197618
2020,"키움","김선기","2.05",25,0,0,0,3,"-",22,17,1,8,4,11,8,5,"1.14",0,0,0,0,92,346,"0.218",3,0,1,1,0,4,0,0,0,0,2,2,0,3,25,26,"0.96",0.239,13.8,"15.7","4.50","3.27","1.38",0.319,"0.295",0.614,4,"0",0,8.57546209954021
2020,"키움","조상우","2.15",53,5,3,33,0,"0.625",54.3333333333333,50,3,18,2,64,15,13,"1.25",0,0,0,3,232,955,"0.238",5,0,2,0,2,1,0,0,0,5,46,36,0,1,36,60,"0.60",0.329,18,"17.6","10.60","2.98","3.56",0.304,"0.305",0.609,1,"1",0,10.4042628404486
2020,"키움","안우진","3.00",42,2,3,2,13,"0.400",36,20,3,17,0,41,12,12,"1.03",0,0,0,5,143,579,"0.160",2,0,0,1,1,2,0,0,0,2,4,22,0,1,31,34,"0.91",0.207,13.8,"16.1","10.25","4.25","2.41",0.259,"0.248",0.507,3,"0",0,9.10497985631836
2020,"키움","양현","3.30",58,8,3,2,11,"0.727",60,58,4,17,3,33,23,22,"1.25",0,0,0,2,245,889,"0.265",9,1,1,5,0,1,0,1,0,8,8,13,0,10,73,60,"1.22",0.289,15.3,"14.8","4.95","2.55","1.94",0.32,"0.370",0.69,3,"0",0,9.39266192877014
2020,"키움","양지율","3.86",24,0,1,0,1,"0.000",23.3333333333333,24,3,10,1,12,10,10,"1.46",0,0,0,0,99,383,"0.282",3,0,3,0,1,2,0,0,0,0,2,2,0,3,21,28,"0.75",0.3,16,"16.4","4.63","3.86","1.20",0.365,"0.424",0.789,4,"0",0,8.29404964010203
2020,"키움","김태훈","4.22",53,7,0,0,10,"1.000",64,70,1,22,5,40,34,30,"1.44",0,0,0,2,281,1039,"0.282",14,1,4,2,1,3,0,2,0,7,2,10,0,6,80,60,"1.33",0.33,19.6,"16.2","5.63","3.09","1.82",0.35,"0.359",0.709,4,"0",0,9.21034037197618
2020,"키움","임규빈","4.54",33,2,0,0,2,"1.000",37.6666666666667,46,11,10,2,20,20,19,"1.49",0,0,0,0,162,603,"0.315",7,0,1,3,0,2,0,0,0,2,8,1,0,7,37,46,"0.80",0.297,18.3,"16.0","4.78","2.39","2.00",0.36,"0.589",0.949,4,"0",0,8.41183267575841
2020,"키움","김재웅","4.68",43,1,4,0,2,"0.200",59.6666666666667,64,7,23,2,51,36,31,"1.46",0,0,0,0,258,1040,"0.279",18,0,3,1,1,4,0,7,0,1,4,7,0,6,58,57,"1.02",0.331,24.2,"17.4","7.69","3.47","2.22",0.349,"0.450",0.799,4,"0",0,8.55641390456952
2020,"키움","이영준","4.73",52,2,3,0,25,"0.400",40,41,5,19,2,32,21,21,"1.50",0,0,0,1,176,695,"0.268",3,0,0,2,0,3,1,0,0,2,1,32,0,6,47,35,"1.34",0.305,13.4,"17.4","7.20","4.28","1.68",0.352,"0.386",0.738,4,"0",0,8.9226582995244
2020,"키움","조성운","5.40",42,1,1,0,1,"0.500",45,48,6,19,2,29,30,27,"1.49",0,0,0,0,201,789,"0.277",11,1,3,4,1,2,0,0,0,1,16,1,0,3,35,65,"0.54",0.296,18.8,"17.5","5.80","3.80","1.53",0.348,"0.457",0.805,4,"0",0,8.41183267575841
2020,"키움","윤정현","8.89",15,0,1,0,0,"0.000",27.3333333333333,54,3,10,2,11,32,27,"2.34",0,0,0,0,146,498,"0.409",6,1,0,2,0,1,0,4,0,0,8,0,0,4,40,29,"1.38",0.425,33.2,"18.2","3.62","3.29","1.10",0.452,"0.538",0.99,4,"0",0,8.1605182474775
2020,"SSG","박민호","2.42",57,2,1,4,11,"0.667",52,43,4,19,2,36,16,14,"1.19",0,0,0,2,215,808,"0.231",9,0,6,2,0,0,0,0,0,2,12,15,1,5,58,51,"1.14",0.264,14.2,"15.5","6.23","3.29","1.89",0.306,"0.344",0.65,2,"1",0,9.21034037197618
2020,"SSG","서진용","4.13",63,2,7,8,12,"0.222",61,52,11,34,1,56,33,28,"1.41",0,0,0,5,264,1095,"0.234",4,1,4,3,1,7,0,0,0,2,24,27,1,7,54,63,"0.86",0.259,17.4,"18.0","8.26","5.02","1.65",0.335,"0.410",0.745,1,"1",0,9.74096862303835
2020,"SSG","김사윤","5.13",57,1,1,1,10,"0.500",47.3333333333333,37,5,45,8,42,30,27,"1.73",0,0,0,1,226,941,"0.218",8,1,1,2,1,6,0,0,0,1,4,17,0,3,36,57,"0.63",0.256,16.5,"19.9","7.99","8.56","0.93",0.4,"0.365",0.765,4,"0",0,8.29404964010203
2020,"SSG","이태양","5.46",53,2,1,0,4,"0.667",56,68,8,16,1,45,35,34,"1.50",0,0,0,0,250,939,"0.301",12,1,4,3,2,3,0,0,0,2,8,8,0,5,47,69,"0.68",0.341,17.7,"16.8","7.23","2.57","2.81",0.346,"0.469",0.815,5,"0",0,9.21034037197618
2020,"SSG","김세현","5.79",42,2,0,1,7,"1.000",42,44,7,22,1,35,28,27,"1.57",0,0,0,2,187,751,"0.280",7,0,5,2,0,1,0,0,0,2,9,9,0,5,41,39,"1.05",0.316,17.9,"17.9","7.50","4.71","1.59",0.368,"0.459",0.827,4,"0",0,8.98719682066197
2020,"SSG","정영일","6.56",29,2,2,2,2,"0.500",23.3333333333333,31,6,11,3,17,20,17,"1.80",0,0,0,1,114,452,"0.320",5,0,2,1,1,3,1,0,0,2,7,8,1,2,26,24,"1.08",0.333,15.6,"19.4","6.56","4.24","1.55",0.402,"0.557",0.959,3,"0",0,8.77955745588373
2020,"SSG","김태훈","7.40",33,1,6,0,4,"0.143",62,61,8,39,4,43,52,51,"1.61",0,0,2,1,281,1108,"0.260",13,0,0,3,0,10,0,8,1,0,1,6,0,6,67,67,"1.00",0.283,33.6,"17.9","6.24","5.66","1.10",0.37,"0.417",0.787,5,"0",0,9.68034400122192
2020,"SSG","김주한","7.43",22,1,7,0,0,"0.125",46,60,7,20,8,22,43,38,"1.74",0,0,1,0,220,858,"0.316",7,1,0,2,0,4,0,7,0,1,4,0,0,3,64,46,"1.39",0.325,39,"18.7","4.30","3.91","1.10",0.4,"0.474",0.874,5,"0",0,8.00636756765025
2020,"SSG","김주온","7.55",29,0,3,0,0,"0.000",31,46,5,22,5,18,27,26,"2.19",0,0,0,1,160,619,"0.357",7,0,2,2,0,5,0,0,0,0,19,2,0,3,26,41,"0.63",0.38,21.3,"20.0","5.23","6.39","0.82",0.462,"0.527",0.989,5,"0",0,7.90100705199242
2020,"SSG","김택형","8.61",31,1,3,0,3,"0.250",23,26,5,20,0,22,26,22,"2.00",0,0,0,0,114,439,"0.280",2,1,1,0,1,6,0,0,0,1,3,3,0,2,23,22,"1.05",0.318,14.2,"19.1","8.61","7.83","1.10",0.407,"0.484",0.891,5,"0",0,8.00636756765025
2021,"삼성","오승환","2.03",64,0,2,44,0,"0.000",62,56,3,16,2,57,17,14,"1.16",0,0,0,1,252,1003,"0.245",15,3,4,1,3,2,0,0,0,0,61,45,4,6,43,74,"0.58",0.312,15.7,"16.2","8.27","2.32","3.56",0.298,"0.376",0.674,1,"1",0,11.982929094216
2021,"삼성","문용익","4.50",22,2,0,0,2,"1.000",22,21,3,10,1,19,11,11,"1.41",0,0,0,1,98,412,"0.247",3,0,2,0,0,4,0,0,0,2,6,3,0,0,18,27,"0.67",0.286,18.7,"18.7","7.77","4.09","1.90",0.333,"0.388",0.721,3,"0",0,8.41183267575841
2021,"삼성","이상민","4.74",30,1,1,0,3,"0.500",24.6666666666667,28,2,14,0,14,15,13,"1.70",0,0,0,0,110,447,"0.295",6,1,0,1,0,1,0,0,0,1,6,3,0,7,29,25,"1.16",0.325,14.9,"18.1","5.11","5.11","1.00",0.382,"0.442",0.824,3,"0",0,8.61250337122056
2021,"삼성","최지광","4.91",60,7,1,0,14,"0.875",51.3333333333333,53,5,27,2,49,30,28,"1.56",0,0,0,2,231,893,"0.276",11,2,5,5,0,2,0,0,0,7,8,20,0,5,36,59,"0.61",0.336,14.9,"17.4","8.59","4.73","1.81",0.363,"0.432",0.795,3,"0",0,9.5468126085974
2021,"삼성","심창민","5.08",59,3,2,0,16,"0.600",51.3333333333333,47,8,32,6,58,32,29,"1.54",0,0,0,2,238,1018,"0.237",12,0,1,1,0,2,1,0,0,3,7,18,0,2,33,61,"0.54",0.293,17.3,"19.8","10.17","5.61","1.81",0.359,"0.419",0.778,3,"0",0,10.2399597891573
2021,"삼성","이승현(좌)","5.26",41,1,4,0,7,"0.200",39.3333333333333,35,3,23,3,46,24,23,"1.47",0,0,0,1,174,744,"0.246",8,0,4,2,0,5,0,0,0,1,5,8,0,5,37,26,"1.42",0.337,18.1,"18.9","10.53","5.26","2.00",0.359,"0.366",0.725,3,"0",0,8.61250337122056
2021,"삼성","김대우","6.35",31,0,2,0,1,"0.000",51,68,7,15,2,27,39,36,"1.63",0,0,0,0,234,839,"0.315",18,0,0,1,1,1,0,5,0,0,6,2,0,6,47,75,"0.63",0.333,27.1,"16.5","4.76","2.65","1.80",0.363,"0.495",0.858,3,"0",0,9.39266192877014
2021,"삼성","장필준","7.27",41,0,0,0,2,"-",34.6666666666667,46,4,27,1,24,30,28,"2.11",0,0,0,1,174,723,"0.317",8,1,0,1,1,4,0,0,0,0,10,5,0,2,34,42,"0.81",0.356,17.6,"20.9","6.23","7.01","0.89",0.425,"0.469",0.894,3,"0",0,9.39266192877014
2021,"LG","김대유","2.13",64,4,1,0,24,"0.800",50.6666666666667,32,2,15,9,56,13,12,"0.93",0,0,0,2,209,840,"0.177",1,0,2,2,0,2,0,0,0,4,3,25,0,2,44,51,"0.86",0.24,13.1,"16.6","9.95","2.66","3.73",0.271,"0.215",0.486,3,"0",0,9.43348392329039
2021,"LG","고우석","2.17",63,1,5,30,0,"0.167",58,47,3,23,3,68,15,14,"1.21",0,0,0,7,240,922,"0.224",10,1,4,0,5,1,0,0,0,1,61,37,0,6,53,42,"1.26",0.317,14.6,"15.9","10.55","3.57","2.96",0.309,"0.324",0.633,1,"1",0,10.2035921449865
2021,"LG","정우영","2.22",70,7,3,2,27,"0.700",65,43,0,26,8,41,16,16,"1.06",0,0,0,3,263,1004,"0.191",9,0,2,2,1,2,0,0,0,7,6,34,0,9,120,23,"5.22",0.231,14.3,"15.4","5.68","3.60","1.58",0.295,"0.231",0.526,2,"1",0,10.2399597891573
2021,"LG","최성훈","2.43",46,1,1,0,3,"0.500",40.6666666666667,40,2,19,1,33,14,11,"1.45",0,0,0,0,179,666,"0.255",7,1,1,1,1,0,0,0,0,1,11,5,0,6,56,29,"1.93",0.309,14.5,"16.4","7.30","4.20","1.74",0.337,"0.350",0.687,3,"0",0,9.25913053614561
2021,"LG","이정용","2.97",66,3,3,0,15,"0.500",69.6666666666667,55,4,23,1,74,25,23,"1.12",0,0,0,0,284,1132,"0.214",13,2,2,1,1,0,0,0,0,3,5,13,0,4,62,67,"0.93",0.283,17.2,"16.2","9.56","2.97","3.22",0.28,"0.327",0.607,3,"0",0,9.5468126085974
2021,"LG","송은범","4.10",35,2,2,0,4,"0.500",37.3333333333333,34,1,13,2,19,18,17,"1.26",0,0,0,0,155,590,"0.250",7,0,0,4,1,4,0,0,0,2,2,8,0,4,56,31,"1.81",0.275,16.9,"15.8","4.58","3.13","1.46",0.316,"0.324",0.64,3,"0",0,9.61580548008435
2021,"LG","배재준","4.13",15,2,2,0,0,"0.500",32.6666666666667,42,1,13,3,23,17,15,"1.68",0,0,1,0,151,610,"0.313",10,0,0,1,0,1,0,6,1,1,4,0,0,4,40,30,"1.33",0.369,40.7,"18.7","6.34","3.58","1.77",0.384,"0.410",0.794,3,"0",0,8.51719319141624
2021,"LG","함덕주","4.29",16,1,2,0,1,"0.333",21,20,2,13,3,18,11,10,"1.57",0,0,0,0,98,391,"0.250",2,1,1,1,1,2,0,3,0,1,3,4,0,3,24,19,"1.26",0.295,24.4,"18.6","7.71","5.57","1.38",0.371,"0.375",0.746,3,"0",0,9.39266192877014
2021,"LG","이상영","4.32",21,1,1,0,0,"0.500",50,48,7,32,8,30,28,24,"1.60",0,0,0,0,228,924,"0.259",8,0,2,1,0,3,0,9,0,1,8,0,0,10,58,50,"1.16",0.275,44,"18.5","5.40","5.76","0.94",0.389,"0.416",0.805,3,"0",0,8.51719319141624
2021,"LG","김윤식","4.46",35,7,4,0,1,"0.636",66.6666666666667,65,3,36,6,56,37,33,"1.52",0,0,0,1,301,1167,"0.258",9,2,5,2,2,0,2,3,0,7,0,4,0,8,73,60,"1.22",0.318,33.3,"17.5","7.56","4.86","1.56",0.361,"0.345",0.706,3,"0",0,8.85366542803745
2021,"LG","이우찬","5.56",15,0,1,0,0,"0.000",34,36,3,25,1,27,25,21,"1.79",0,0,0,0,161,648,"0.271",3,1,0,2,0,0,0,5,0,0,2,0,0,5,43,29,"1.48",0.314,43.2,"19.1","7.15","6.62","1.08",0.385,"0.376",0.761,3,"0",0,8.51719319141624
2021,"두산","이현승","1.93",38,5,1,0,7,"0.833",23.3333333333333,16,1,6,0,20,6,5,"0.94",0,0,0,1,90,339,"0.195",2,0,0,2,1,0,0,0,0,5,1,8,0,2,17,31,"0.55",0.238,8.9,"14.5","7.71","2.31","3.33",0.244,"0.256",0.5,5,"0",0,9.21034037197618
2021,"두산","김강률","2.09",50,3,0,21,3,"1.000",51.6666666666667,54,2,25,1,41,15,12,"1.53",0,0,0,7,230,838,"0.271",7,2,2,3,4,4,0,0,0,3,43,30,2,7,53,54,"0.98",0.327,16.8,"16.2","7.14","4.35","1.64",0.351,"0.357",0.708,1,"1",0,10.0212705881925
2021,"두산","권휘","2.66",24,0,0,0,1,"-",20.3333333333333,16,0,14,2,15,6,6,"1.48",0,0,0,0,92,407,"0.219",3,0,1,2,0,3,0,0,0,0,7,2,0,2,19,25,"0.76",0.267,17,"20.0","6.64","6.20","1.07",0.352,"0.260",0.612,5,"0",0,8.21608809863232
2021,"두산","홍건희","2.78",65,6,6,3,17,"0.500",74.3333333333333,65,3,27,0,82,23,23,"1.24",0,0,0,5,303,1272,"0.239",11,0,2,2,0,7,1,0,0,6,11,29,1,6,69,58,"1.19",0.328,19.6,"17.1","9.93","3.27","3.04",0.306,"0.313",0.619,2,"1",0,10.1266311038503
2021,"두산","이승진","3.91",47,1,4,2,13,"0.200",48.3333333333333,41,3,31,2,28,24,21,"1.49",0,0,0,0,210,834,"0.238",3,0,3,2,2,2,2,0,0,1,9,15,1,5,48,57,"0.84",0.266,17.7,"17.3","5.21","5.77","0.90",0.357,"0.308",0.665,3,"0",0,9.30565055178051
2021,"두산","박치국","4.09",23,2,1,0,8,"0.667",22,21,2,11,1,20,11,10,"1.45",0,0,0,1,95,345,"0.273",5,0,6,0,3,1,0,0,0,2,3,8,0,2,23,13,"1.77",0.345,15,"15.7","8.18","4.50","1.82",0.371,"0.416",0.787,5,"0",0,9.58190392840867
2021,"두산","김명신","4.30",58,3,2,0,2,"0.600",67,72,6,14,6,43,37,32,"1.28",0,0,0,1,289,1092,"0.279",14,3,5,6,1,1,0,1,0,3,11,8,0,7,79,70,"1.13",0.307,18.8,"16.3","5.78","1.88","3.07",0.324,"0.426",0.75,5,"0",0,9.21034037197618
2021,"두산","윤명준","4.73",45,1,0,0,1,"1.000",45.6666666666667,53,3,20,4,26,28,24,"1.60",0,0,0,0,208,760,"0.303",6,0,6,3,2,1,1,0,0,1,14,3,0,6,45,54,"0.83",0.336,16.9,"16.6","5.12","3.94","1.30",0.381,"0.389",0.77,5,"0",0,9.5468126085974
2021,"두산","박소준","5.73",22,0,4,0,0,"0.000",59.6666666666667,69,3,29,3,33,42,38,"1.64",0,0,0,0,274,1083,"0.292",10,1,0,6,0,3,0,5,0,0,4,1,0,3,63,77,"0.82",0.32,49.2,"18.2","4.98","4.37","1.14",0.369,"0.381",0.75,5,"0",0,8.41183267575841
2021,"두산","김민규","6.07",31,2,3,0,1,"0.400",56.3333333333333,64,9,28,4,39,40,38,"1.63",0,0,0,0,262,1009,"0.282",10,0,0,3,0,3,0,6,0,2,7,3,0,3,39,88,"0.44",0.302,32.5,"17.9","6.23","4.47","1.39",0.366,"0.445",0.811,5,"0",0,8.61250337122056
2021,"두산","이영하","6.29",35,5,6,1,2,"0.455",78.6666666666667,81,9,57,1,53,58,55,"1.75",0,0,1,0,364,1381,"0.273",18,0,5,4,0,7,0,11,1,4,4,4,0,10,91,76,"1.20",0.301,39.5,"17.6","6.06","6.52","0.93",0.387,"0.424",0.811,4,"0",0,9.68034400122192
2021,"두산","박정수","7.42",12,3,3,0,0,"0.500",30.3333333333333,38,5,14,3,26,27,25,"1.71",0,0,0,0,143,604,"0.304",9,0,0,1,0,2,0,5,3,0,5,1,0,4,31,31,"1.00",0.347,50.3,"19.9","7.71","4.15","1.86",0.385,"0.496",0.881,5,"0",0,8.51719319141624
2021,"한화","강재민","2.13",58,2,1,5,13,"0.667",63.3333333333333,51,2,26,5,55,16,15,"1.22",0,0,0,6,269,1159,"0.220",13,0,3,3,3,1,1,0,0,2,18,25,1,4,48,81,"0.59",0.275,20,"18.3","7.82","3.69","2.12",0.308,"0.302",0.61,2,"1",0,9.61580548008435
2021,"한화","주현상","3.58",43,2,2,0,4,"0.500",50.3333333333333,46,6,21,1,33,21,20,"1.33",0,0,0,0,218,925,"0.241",6,3,3,2,2,6,0,0,0,2,6,5,0,3,39,75,"0.52",0.26,21.5,"18.4","5.90","3.75","1.57",0.316,"0.398",0.714,4,"0",0,8.53306654057253
2021,"한화","윤대경","3.94",43,2,5,0,7,"0.286",77.6666666666667,73,8,34,6,54,35,34,"1.38",0,0,0,0,337,1291,"0.247",13,0,2,0,2,3,0,9,1,1,2,4,0,5,72,96,"0.75",0.279,30,"16.6","6.26","3.94","1.59",0.337,"0.373",0.71,4,"0",0,9.18296917518005
2021,"한화","배동현","4.50",20,1,3,0,0,"0.250",38,34,3,25,4,26,21,19,"1.55",0,0,0,0,177,731,"0.234",9,1,0,3,0,1,2,4,0,1,2,1,0,0,34,54,"0.63",0.261,36.6,"19.2","6.16","5.92","1.04",0.356,"0.372",0.728,4,"0",0,8.13153071060425
2021,"한화","윤호솔","4.62",55,3,0,0,8,"1.000",48.6666666666667,41,7,30,3,42,29,25,"1.46",0,0,0,0,214,841,"0.233",13,2,1,4,1,3,0,0,0,3,13,6,0,5,35,62,"0.56",0.26,15.3,"17.3","7.77","5.55","1.40",0.347,"0.449",0.796,4,"0",0,8.75621009188674
2021,"한화","김종수","4.82",49,1,1,0,6,"0.500",46.6666666666667,34,7,32,3,38,29,25,"1.41",0,0,0,0,208,925,"0.202",10,0,1,4,0,2,0,0,0,1,11,5,0,1,40,60,"0.67",0.213,18.9,"19.8","7.33","6.17","1.19",0.333,"0.387",0.72,4,"0",0,8.97461803845511
2021,"한화","김범수","5.22",56,4,9,1,9,"0.308",70.6666666666667,68,2,42,2,70,44,41,"1.56",0,0,0,5,319,1337,"0.253",11,2,2,4,1,8,1,2,0,4,3,14,1,6,63,72,"0.88",0.328,23.9,"18.9","8.92","5.35","1.67",0.353,"0.331",0.684,3,"0",0,9.17781718027062
2021,"한화","김도현","7.62",14,0,1,0,0,"0.000",26,32,2,22,4,13,22,22,"2.08",0,0,0,0,132,526,"0.308",5,0,1,1,0,1,0,5,0,0,2,0,0,2,20,40,"0.50",0.333,37.6,"20.2","4.50","7.62","0.59",0.443,"0.413",0.856,4,"0",0,8.1605182474775
2021,"한화","신정락","8.55",20,0,2,0,2,"0.000",20,25,3,15,3,14,24,19,"2.00",0,0,0,0,102,384,"0.333",6,1,4,5,2,0,0,0,0,0,4,1,0,1,14,27,"0.52",0.349,19.2,"19.2","6.30","6.75","0.93",0.439,"0.560",0.999,4,"0",0,8.59415423255237
2021,"KIA","정해영","2.20",64,5,4,34,0,"0.556",65.3333333333333,49,5,28,4,49,18,16,"1.18",0,0,0,4,272,1094,"0.210",10,0,4,3,1,1,0,0,0,5,58,38,5,6,61,77,"0.79",0.242,17.1,"16.7","6.75","3.86","1.75",0.302,"0.318",0.62,1,"1",0,9.74096862303835
2021,"KIA","장현식","3.29",69,1,5,1,34,"0.167",76.6666666666667,67,7,42,3,80,28,28,"1.42",0,0,0,5,336,1307,"0.238",7,1,7,2,1,8,0,0,0,1,5,40,0,3,57,80,"0.71",0.305,18.9,"17.0","9.39","4.93","1.90",0.34,"0.344",0.684,2,"0",0,9.90348755253613
2021,"KIA","장민기","3.47",21,2,1,0,2,"0.667",23.3333333333333,13,1,29,4,22,11,9,"1.80",0,0,0,1,114,496,"0.169",3,1,2,2,0,2,0,0,0,2,7,1,0,1,10,34,"0.29",0.214,23.6,"21.3","8.49","11.19","0.76",0.411,"0.273",0.684,3,"0",0,8.1605182474775
2021,"KIA","김재열","3.86",24,1,0,0,0,"1.000",32.6666666666667,28,4,18,4,18,18,14,"1.41",0,0,0,0,152,568,"0.231",4,0,5,4,0,1,2,0,0,1,10,1,0,1,26,53,"0.49",0.233,23.7,"17.4","4.96","4.96","1.00",0.34,"0.364",0.704,3,"0",0,8.26873183211774
2021,"KIA","윤중현","3.92",30,5,6,0,2,"0.455",82.6666666666667,91,7,31,14,33,44,36,"1.48",0,0,1,0,373,1415,"0.284",7,1,3,5,0,2,0,13,4,1,6,0,0,15,121,80,"1.51",0.295,47.2,"17.1","3.59","3.38","1.06",0.368,"0.378",0.746,3,"0",0,8.77955745588373
2021,"KIA","홍상삼","4.75",49,4,1,0,12,"0.800",36,33,6,19,3,33,19,19,"1.44",0,0,0,0,160,606,"0.248",9,0,1,4,2,4,0,0,0,4,3,7,0,2,23,48,"0.48",0.276,12.4,"16.8","8.25","4.75","1.74",0.346,"0.451",0.797,3,"0",0,9.21034037197618
2021,"KIA","이준영","5.55",50,3,2,1,9,"0.600",35.6666666666667,30,3,19,0,26,25,22,"1.37",0,0,0,1,159,645,"0.221",5,0,2,2,1,3,0,1,0,3,4,8,0,2,42,40,"1.05",0.248,12.9,"18.1","6.56","4.79","1.37",0.312,"0.324",0.636,2,"0",0,8.80986280537906
2021,"KIA","고영창","5.79",24,0,2,0,6,"0.000",23.3333333333333,30,0,10,2,6,19,15,"1.71",0,0,0,1,108,412,"0.316",6,0,1,0,0,0,0,0,0,0,1,2,0,7,39,20,"1.95",0.337,17.2,"17.7","2.31","3.86","0.60",0.393,"0.379",0.772,3,"0",0,8.34283980427146
